Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,
2009,491,36,1.16,7.92,93.00,21.00,17.30,56.00,93.00,1.18,93.00,14.90,42.74,1471462.00,6.90,6.80,0.41,9.90,51.50,
2008,525,36,1.27,74.34,91.00,20.00,16.90,58.00,92.00,1.70,91.00,16.90,372.84,14271234.00,7.00,6.90,0.40,9.60,50.00,
2007,559,37,1.18,4.27,87.00,143.00,16.60,59.00,88.00,9.31,87.00,19.30,32.22,1384969.00,7.10,7.00,0.39,9.70,48.50,
2006,587,38,1.18,6.85,99.00,1.00,16.20,61.00,99.00,8.99,99.00,21.10,297.70,13429262.00,7.30,7.10,0.38,9.60,47.10,
2005,66,39,1.04,5.67,93.00,184.00,15.90,62.00,94.00,8.20,93.00,22.40,28.37,1339711.00,7.40,7.20,0.37,9.70,46.00,
2004,615,40,1.11,58.14,89.00,1116.00,15.50,65.00,94.00,7.82,89.00,23.40,274.23,1267638.00,7.50,7.40,0.37,10.00,45.10,
2003,613,43,1.08,4.38,84.00,167.00,15.20,70.00,85.00,6.35,84.00,24.20,26.15,12336687.00,7.60,7.50,0.36,10.30,44.60,
2002,67,46,1.1,3.89,64.00,92.00,14.80,75.00,79.00,4.82,64.00,24.70,29.98,1213711.00,7.70,7.60,0.39,10.40,44.00,
2001,599,48,1.15,12.80,null,150.00,14.40,80.00,86.00,5.70,9.00,25.10,146.76,11695863.00,7.90,7.70,0.39,10.10,43.50,
2000,588,51,1.18,13.76,null,304.00,14.10,84.00,73.00,6.70,75.00,25.50,153.26,11376172.00,8.00,7.90,0.39,10.70,43.10,
2015,123,4,null,0.00,99.00,1318.00,4.60,4.00,99.00,null,99.00,0.10,9643.64,3723155.00,7.50,7.30,0.79,13.10,75.00,
2014,126,4,0.52,721.37,96.00,221.00,39.50,4.00,97.00,4.17,97.00,0.10,11183.96,322817.00,7.60,7.40,0.78,13.00,74.80,
2013,128,3,0.53,110.68,96.00,195.00,38.50,4.00,97.00,4.20,97.00,0.10,1882.28,2976724.00,7.80,7.60,0.78,12.90,74.60,
2012,129,3,0.53,101.61,97.00,1868.00,37.40,4.00,97.00,4.10,97.00,0.10,1779.50,2917456.00,7.90,7.70,0.78,12.90,74.50,
2011,13,3,0.51,9.23,96.00,1569.00,36.30,4.00,96.00,3.89,96.00,0.10,145.13,28635128.00,8.00,7.80,0.77,13.00,74.30,
2010,131,3,0.49,65.57,96.00,73.00,35.30,4.00,96.00,3.99,96.00,0.10,971.36,28112289.00,8.20,8.00,0.76,12.80,74.10,
2009,131,3,0.47,431.55,96.00,153.00,34.40,4.00,97.00,3.97,97.00,0.10,7326.74,2765383.00,8.30,8.20,0.76,12.60,74.00,
2008,132,3,0.47,438.45,97.00,334.00,33.40,4.00,97.00,3.47,97.00,0.10,8513.63,2711169.00,8.50,8.30,0.75,12.50,73.80,
2007,133,3,0.43,409.98,96.00,394.00,32.50,4.00,97.00,3.61,97.00,0.10,7269.17,26625845.00,8.70,8.50,0.74,12.30,73.70,
2006,134,3,0.42,365.91,95.00,564.00,31.60,4.00,95.00,3.65,95.00,0.10,6222.98,26143566.00,8.80,8.60,0.73,12.70,73.60,
2005,135,3,0.46,297.59,96.00,1407.00,3.70,4.00,96.00,3.29,96.00,0.10,5593.82,25659393.00,9.00,8.80,0.73,12.90,73.40,
2004,137,3,0.49,315.66,94.00,5729.00,29.80,4.00,95.00,3.74,95.00,0.10,4955.48,2517419.00,9.20,8.90,0.73,12.70,73.20,
2003,138,3,0.48,264.25,95.00,632.00,28.80,4.00,96.00,3.95,96.00,0.10,4463.68,2468873.00,9.30,9.10,0.72,12.10,73.10,
2002,14,4,0.49,216.70,95.00,408.00,27.90,4.00,94.00,3.40,94.00,0.10,4167.36,24198811.00,9.50,9.30,0.72,12.00,72.90,
2001,144,4,0.53,210.24,95.00,2198.00,27.00,5.00,95.00,3.40,96.00,0.10,3915.12,2369897.00,9.70,9.40,0.72,11.90,72.70,
2000,149,4,0.54,23.37,97.00,6187.00,26.00,5.00,98.00,3.40,98.00,0.10,445.17,2318568.00,9.80,9.60,0.71,11.60,72.40,
2015,61,0,null,0.00,99.00,0.00,27.40,0.00,99.00,null,99.00,0.10,8395.79,49163.00,13.60,13.60,0.70,12.70,78.50,
2014,62,0,0.01,2051.75,99.00,0.00,26.20,0.00,99.00,13.73,99.00,0.10,7716.24,41.00,13.60,13.70,0.69,12.70,78.20,
2013,64,0,0.01,1626.59,99.00,0.00,25.10,0.00,99.00,11.16,99.00,0.10,7112.34,393.00,13.70,13.80,0.68,12.40,77.90,
2012,65,0,0.01,1259.94,99.00,0.00,24.10,0.00,99.00,9.16,99.00,0.10,6541.75,385.00,13.80,13.90,0.68,12.10,77.60,
2011,67,0,1.92,1079.89,96.00,0.00,23.10,0.00,96.00,8.11,96.00,0.10,6497.55,377.00,13.90,14.00,0.66,11.80,77.30,
2010,73,0,1.83,91.14,97.00,0.00,22.10,0.00,97.00,7.93,96.00,0.10,633.79,367.00,14.00,14.10,0.65,11.60,76.70,
2009,75,0,1.59,100.50,98.00,6.00,21.20,0.00,98.00,9.22,98.00,0.10,597.17,36.00,14.10,14.20,0.65,11.80,76.30,
2008,81,0,1.76,1077.71,98.00,0.00,2.30,0.00,98.00,9.30,98.00,0.10,5828.62,362.00,14.20,14.30,0.64,11.80,75.90,
2007,82,0,1.78,6.49,98.00,20.00,19.50,0.00,98.00,6.64,98.00,0.10,52.86,349.00,14.30,14.40,0.63,11.90,75.40,
2006,88,0,1.62,659.85,98.00,47.00,18.70,0.00,98.00,7.37,98.00,0.10,4428.52,333.00,14.30,14.50,0.62,12.00,75.00,
2005,93,0,1.47,620.95,98.00,1395.00,18.00,0.00,98.00,9.52,98.00,0.10,3488.49,321.00,14.40,14.50,0.63,12.10,74.30,
2004,16,0,1.6,611.91,97.00,37.00,17.30,0.00,96.00,5.89,96.00,0.10,3853.33,312.00,14.50,14.60,0.62,12.20,73.40,
2003,112,0,1.75,491.50,98.00,75.00,16.70,0.00,98.00,5.90,98.00,0.10,3432.25,34.00,14.60,14.70,0.60,11.80,72.70,
2002,124,0,1.95,4.30,98.00,926.00,16.20,0.00,98.00,5.78,98.00,0.10,32.37,297.00,14.60,14.70,0.60,12.00,71.80,
2001,129,0,1.98,41.31,98.00,0.00,15.60,0.00,97.00,5.84,98.00,0.10,298.68,292.00,14.70,14.80,0.59,11.80,78.00,
2000,139,0,1.83,300.16,96.00,20.00,15.20,0.00,98.00,8.00,98.00,0.10,2183.00,286.00,14.80,14.80,0.58,11.30,69.60,
2015,266,52,null,0.00,64.00,215.00,23.80,84.00,66.00,null,64.00,1.50,729.73,1746795.00,7.70,7.50,0.44,8.40,58.20,
2014,272,52,0.01,46.56,73.00,290.00,23.20,85.00,74.00,6.86,73.00,1.60,825.57,16962846.00,7.90,7.70,0.43,8.20,57.80,
2013,275,53,0.01,36.86,69.00,221.00,22.50,86.00,7.00,6.58,69.00,1.60,777.66,16477818.00,8.10,7.90,0.42,8.00,57.30,
2012,27,53,0.01,96.55,66.00,341.00,21.90,88.00,72.00,6.47,66.00,1.50,777.35,16667.00,8.30,8.10,0.41,7.70,57.20,
2011,271,54,0.61,101.81,66.00,24.00,21.30,90.00,72.00,6.59,66.00,1.50,835.89,1554989.00,8.50,8.30,0.40,7.50,56.80,
2010,273,54,0.6,9.59,72.00,1719.00,2.70,91.00,77.00,6.35,73.00,1.50,78.38,157585.00,8.80,8.50,0.40,7.30,56.50,
2009,276,55,0.59,84.63,71.00,2939.00,2.20,93.00,77.00,6.85,73.00,1.60,697.15,1466597.00,9.00,8.80,0.39,7.10,56.00,
2008,278,55,0.57,102.14,74.00,98.00,19.60,94.00,74.00,6.74,74.00,1.60,689.68,14138216.00,9.20,9.00,0.36,5.80,55.50,
2007,282,56,0.55,81.84,74.00,2.00,19.00,96.00,76.00,6.97,74.00,1.70,595.64,1367566.00,9.40,9.30,0.36,6.40,55.00,
2006,288,57,0.53,67.71,9.00,128.00,18.50,98.00,79.00,6.56,78.00,1.80,521.64,1322764.00,9.70,9.50,0.35,6.10,54.30,
2005,29,57,0.55,60.21,83.00,33.00,18.00,101.00,78.00,6.34,77.00,1.90,487.94,12798763.00,9.90,9.70,0.34,5.80,53.60,
2004,296,58,0.49,57.12,73.00,172.00,17.50,103.00,7.00,6.28,69.00,2.00,439.36,1239196.00,1.10,1.00,0.33,5.50,52.80,
2003,299,59,0.54,6.66,79.00,232.00,17.00,106.00,67.00,6.25,63.00,2.20,391.79,125128.00,1.30,1.20,0.32,5.20,52.00,
2002,31,60,0.53,3.68,null,717.00,16.50,108.00,65.00,6.32,61.00,2.30,334.22,11638929.00,1.50,1.50,0.31,4.90,51.20,
2001,34,60,0.51,4.40,null,4464.00,16.10,110.00,56.00,6.39,49.00,2.40,36.85,11293258.00,1.80,1.70,0.30,4.60,55.00,
2000,37,60,0.47,23.95,null,1578.00,15.60,111.00,53.00,6.29,43.00,2.50,269.35,196769.00,11.00,1.90,0.29,4.40,49.80,
2015,54,0,null,0.00,95.00,2.00,69.60,0.00,97.00,null,97.00,0.10,23819.46,431874.00,0.80,0.80,0.85,14.60,81.70,
2014,55,0,8.49,409.60,9.00,0.00,69.20,0.00,99.00,9.75,99.00,0.10,2618.93,427364.00,0.80,0.80,0.85,14.30,81.40,
2013,57,0,8.58,374.29,94.00,0.00,68.80,0.00,99.00,9.89,99.00,0.10,2393.19,423374.00,0.80,0.70,0.83,14.20,81.10,
2012,58,0,7.67,343.12,93.00,0.00,68.40,0.00,99.00,9.95,99.00,0.10,2193.88,419455.00,0.80,0.70,0.82,14.10,81.00,
2011,59,0,6.91,3601.29,82.00,3.00,68.00,0.00,96.00,9.60,96.00,0.10,22821.85,416268.00,0.80,0.70,0.83,14.80,87.00,
2010,62,0,7.91,278.07,75.00,0.00,67.60,0.00,76.00,8.30,76.00,0.10,2187.79,41458.00,0.80,0.70,0.82,14.60,83.00,
2009,63,0,7.38,335.52,86.00,1.00,67.10,0.00,73.00,8.33,73.00,0.10,2675.58,412477.00,0.80,0.70,0.81,14.40,82.00,
2008,64,0,7.14,2655.57,86.00,1.00,66.60,0.00,72.00,8.15,72.00,0.10,21928.77,49379.00,0.70,0.70,0.81,14.60,80.00,
2007,65,0,7.45,2578.89,82.00,2.00,66.10,0.00,76.00,8.36,74.00,0.10,19375.57,46724.00,0.70,0.70,0.81,14.40,79.60,
2006,66,0,8.84,2380.70,86.00,1.00,65.60,0.00,83.00,8.93,85.00,0.10,16671.57,4538.00,0.70,0.70,0.81,14.80,79.30,
2005,67,0,6.41,2247.04,85.00,6.00,65.00,0.00,94.00,8.83,92.00,0.10,15835.35,43834.00,0.70,0.70,0.81,14.80,79.00,
2004,69,0,6.53,203.32,85.00,4.00,64.50,0.00,89.00,8.46,89.00,0.10,1519.55,41268.00,0.70,0.70,0.80,14.20,78.70,
2003,71,0,6.7,1678.39,89.00,4.00,63.90,0.00,94.00,8.60,94.00,0.10,13689.99,398582.00,0.70,0.70,0.79,13.80,78.50,
2002,75,0,5.73,1552.74,null,7.00,63.40,0.00,95.00,7.86,95.00,0.10,11843.94,395969.00,0.70,0.70,0.79,13.80,78.20,
2001,79,0,5.62,130.02,null,2.00,62.80,0.00,95.00,7.11,95.00,0.10,1121.79,39328.00,0.70,0.70,0.78,13.70,77.80,
2000,8,0,5.59,134.35,null,2.00,62.30,0.00,94.00,6.83,94.00,0.10,1139.57,3987.00,0.80,0.70,0.78,13.80,77.50,
2013,null,0,0.01,871.88,8.00,0.00,81.60,0.00,79.00,17.24,79.00,0.10,3617.75,null,0.10,0.10,null,0.00,null,
2015,25,8,null,0.00,73.00,1.00,3.80,12.00,67.00,null,73.00,0.90,1158.26,4182341.00,7.80,7.50,0.51,8.50,63.10,
2014,26,8,0.01,80.93,84.00,14.00,3.10,12.00,84.00,3.77,84.00,0.90,1326.67,46392.00,8.00,7.70,0.51,8.50,63.00,
2013,28,8,0.01,8.88,8.00,62.00,29.40,12.00,8.00,3.63,8.00,1.10,145.58,394617.00,8.10,7.90,0.50,8.20,62.70,
2012,29,8,0.01,62.48,8.00,35.00,28.80,12.00,8.00,3.36,8.00,1.20,1364.28,383239.00,8.30,8.10,0.49,7.80,62.50,
2011,212,8,0.01,79.28,75.00,234.00,28.10,12.00,73.00,2.87,75.00,1.20,1393.26,3717672.00,8.50,8.30,0.49,7.70,62.20,
2010,214,8,0.01,8.35,64.00,1292.00,27.40,12.00,52.00,3.28,64.00,1.20,123.38,369543.00,8.70,8.50,0.48,7.60,62.00,
2009,215,8,0.01,11.15,64.00,322.00,26.80,12.00,63.00,3.79,64.00,1.20,146.84,356288.00,8.90,8.70,0.48,7.10,61.70,
2008,217,8,0.02,61.76,74.00,4.00,26.10,12.00,73.00,3.23,74.00,1.30,1167.54,347541.00,9.20,8.90,0.47,7.20,61.40,
2007,219,8,0.02,7.35,74.00,11.00,25.50,12.00,75.00,3.54,75.00,1.30,113.31,3312665.00,9.40,9.10,0.47,7.40,61.20,
2006,221,8,0.01,55.80,68.00,22.00,24.80,12.00,68.00,3.21,68.00,1.30,944.13,322653.00,9.60,9.40,0.47,7.20,69.00,
2005,223,8,0.01,55.12,42.00,127.00,24.20,12.00,71.00,4.21,71.00,1.30,697.75,31372.00,9.80,9.60,0.46,7.20,66.00,
2004,224,8,0.01,5.00,null,5039.00,23.60,12.00,68.00,4.70,7.00,1.30,62.55,342823.00,1.00,9.80,0.45,6.70,64.00,
2003,226,8,0.01,29.65,null,3611.00,22.90,12.00,75.00,4.53,76.00,1.30,528.59,2957117.00,1.30,1.10,0.45,6.60,63.00,
2002,228,7,0.02,4.11,null,883.00,22.30,12.00,91.00,5.31,89.00,1.20,46.95,2873228.00,1.50,1.30,0.45,6.50,62.00,
2001,229,7,0.01,28.78,null,1398.00,21.70,12.00,75.00,4.34,75.00,1.20,464.23,279729.00,1.70,1.50,0.44,6.50,61.00,
2000,23,7,0.03,8.59,null,0.00,21.10,11.00,58.00,5.26,51.00,1.10,477.48,279359.00,1.90,1.70,0.44,6.40,60.00,
2015,146,0,null,0.00,97.00,0.00,33.30,0.00,98.00,null,97.00,0.10,9252.12,126265.00,6.90,6.80,0.78,15.20,74.60,
2014,148,0,0.01,115.28,97.00,0.00,32.80,0.00,98.00,4.81,97.00,0.10,1153.94,126934.00,7.00,6.90,0.77,14.70,74.20,
2013,147,0,0.01,917.47,98.00,0.00,32.30,0.00,98.00,4.82,98.00,0.10,9637.26,1258653.00,7.00,7.00,0.77,14.70,74.10,
2012,154,0,0.01,915.19,98.00,0.00,31.80,0.00,98.00,4.76,98.00,0.10,9291.23,1255882.00,7.10,7.00,0.76,14.30,73.90,
2011,158,0,3.03,918.81,98.00,2.00,31.30,0.00,98.00,5.20,98.00,0.10,9197.27,125244.00,7.10,7.10,0.75,14.10,73.60,
2010,163,0,2.95,0.11,99.00,12.00,3.70,0.00,99.00,5.29,99.00,0.20,8.38,1254.00,7.20,7.20,0.74,14.00,73.30,
2009,166,0,2.83,624.24,99.00,15.00,3.20,0.00,99.00,4.97,99.00,0.10,7318.13,1247429.00,7.30,7.30,0.73,13.80,72.80,
2008,166,0,2.49,6.65,99.00,12.00,29.70,0.00,99.00,4.60,99.00,0.10,83.64,1244121.00,7.40,7.30,0.73,13.60,72.70,
2007,161,0,3.24,582.51,97.00,13.00,29.10,0.00,96.00,4.24,97.00,0.10,6574.65,123963.00,7.50,7.40,0.72,13.50,72.90,
2006,165,0,3.73,502.38,97.00,3.00,28.60,0.00,98.00,4.38,97.00,0.10,5695.97,1233996.00,7.60,7.50,0.71,13.40,71.80,
2005,168,0,3.94,479.92,97.00,7.00,28.00,0.00,97.00,4.47,97.00,0.10,5116.45,1228254.00,7.70,7.60,0.70,13.00,72.10,
2004,168,0,4.16,509.39,98.00,28.00,27.50,0.00,98.00,4.29,98.00,0.10,5229.88,12213.00,7.80,7.70,0.70,12.80,71.90,
2003,174,0,4.08,407.78,97.00,777.00,26.90,0.00,99.00,4.15,99.00,0.10,4623.35,121337.00,7.90,7.80,0.69,12.60,71.50,
2002,179,0,4.14,369.63,88.00,0.00,26.40,0.00,88.00,4.24,88.00,0.10,3957.51,124621.00,7.90,7.90,0.68,12.50,71.50,
2001,177,0,4.38,70.16,92.00,0.00,25.80,0.00,93.00,3.87,92.00,0.10,3792.18,1196287.00,8.00,8.00,0.67,12.20,71.50,
2000,177,0,4.6,336.32,88.00,0.00,25.30,0.00,88.00,3.78,88.00,0.10,3861.32,1186873.00,8.10,8.10,0.67,12.10,71.00,
2015,122,30,null,0.00,82.00,0.00,63.50,35.00,87.00,null,87.00,0.10,9143.13,12589949.00,1.50,1.50,0.76,13.30,76.70,
2014,122,31,5.26,168.17,84.00,3.00,62.80,36.00,87.00,6.30,87.00,0.10,1452.28,1242216.00,1.60,1.50,0.75,13.10,76.60,
2013,12,32,5.23,150.41,82.00,0.00,62.10,37.00,83.00,6.30,83.00,0.10,1298.87,122535969.00,1.60,1.50,0.75,12.90,76.60,
2012,123,33,5.29,112.70,99.00,0.00,61.50,38.00,99.00,6.21,99.00,0.10,982.53,1282837.00,1.60,1.50,0.75,12.70,76.30,
2011,124,34,5.3,1117.20,98.00,3.00,6.80,39.00,97.00,6.40,97.00,0.10,9834.47,119917.00,1.60,1.60,0.75,12.60,76.10,
2010,127,35,5.21,1033.04,93.00,0.00,6.10,40.00,95.00,6.39,95.00,0.10,8959.58,117318941.00,1.60,1.60,0.74,12.50,75.60,
2009,13,36,5.27,881.74,95.00,0.00,59.40,42.00,95.00,6.60,95.00,0.10,7748.12,11555228.00,1.70,1.60,0.74,12.50,75.70,
2008,127,37,5.36,159.88,97.00,0.00,58.70,43.00,96.00,6.60,96.00,0.10,9689.53,11366189.00,1.70,1.60,0.73,12.30,75.60,
2007,123,38,5.35,105.75,98.00,0.00,57.90,45.00,98.00,5.92,98.00,0.10,933.34,111836346.00,1.70,1.70,0.73,12.30,76.00,
2006,125,40,5.11,980.25,98.00,23.00,57.20,47.00,98.00,5.83,98.00,0.10,8767.92,1192378.00,1.80,1.70,0.72,12.20,75.80,
2005,126,42,4.93,998.35,98.00,6.00,56.40,49.00,98.00,6.40,98.00,0.10,7986.80,18472228.00,1.80,1.70,0.72,12.20,75.30,
2004,124,44,4.9,920.83,98.00,64.00,55.70,52.00,98.00,6.11,98.00,0.10,7199.60,16995583.00,1.80,1.80,0.71,12.10,75.40,
2003,127,46,4.88,781.21,98.00,44.00,54.90,55.00,98.00,6.20,98.00,0.10,6752.00,1564453.00,1.90,1.80,0.71,11.90,75.00,
2002,127,49,4.77,12.19,97.00,0.00,54.10,58.00,98.00,5.52,97.00,0.10,716.82,1435568.00,1.90,1.80,0.70,11.60,75.00,
2001,126,52,4.86,13.31,97.00,3.00,53.20,62.00,97.00,5.35,97.00,0.10,731.38,136768.00,1.90,1.90,0.70,11.60,75.00,
2000,129,55,4.99,10.23,97.00,30.00,52.40,66.00,97.00,4.98,97.00,0.10,672.92,11719673.00,2.00,1.90,0.69,11.40,74.80,
2015,166,0,null,0.00,78.00,0.00,69.40,0.00,71.00,null,72.00,0.10,null,null,0.20,0.20,0.64,11.70,69.40,
2014,164,0,1.58,0.00,81.00,140.00,68.70,0.00,76.00,13.71,77.00,0.10,null,null,0.20,0.20,0.64,11.70,69.40,
2013,166,0,1.67,0.00,83.00,0.00,68.10,0.00,81.00,13.38,81.00,0.10,null,null,0.20,0.20,0.64,11.70,69.20,
2012,168,0,2.98,0.00,82.00,0.00,67.50,0.00,81.00,12.77,81.00,0.10,null,null,0.20,0.20,0.64,11.70,69.00,
2011,169,0,1.89,0.00,83.00,0.00,67.00,0.00,83.00,13.76,84.00,0.10,null,null,0.20,0.20,0.64,11.70,68.90,
2010,171,0,1.76,0.00,88.00,0.00,66.40,0.00,85.00,13.83,85.00,0.10,null,null,0.20,0.20,0.63,11.50,68.70,
2009,172,0,2.06,0.00,89.00,0.00,65.80,0.00,81.00,13.44,91.00,0.10,null,null,0.20,0.20,0.63,11.40,68.50,
2008,174,0,1.97,0.00,89.00,0.00,65.20,0.00,88.00,12.94,85.00,0.10,null,null,0.20,0.20,0.63,11.20,68.40,
2007,175,0,1.64,0.00,9.00,0.00,64.70,0.00,79.00,11.99,79.00,0.10,null,null,0.20,0.20,0.63,11.00,68.20,
2006,176,0,1.73,0.00,84.00,0.00,64.10,0.00,81.00,11.92,67.00,0.10,null,null,0.20,0.20,0.62,10.90,68.00,
2005,178,0,1.9,0.00,91.00,0.00,63.60,0.00,94.00,12.11,94.00,0.10,null,null,0.20,0.20,0.62,10.70,67.90,
2004,179,0,2.02,0.00,8.00,0.00,63.20,0.00,82.00,1.64,78.00,0.10,null,null,0.20,0.20,0.62,10.50,67.70,
2003,18,0,3.15,0.00,89.00,0.00,62.80,0.00,88.00,9.69,92.00,0.10,null,null,0.20,0.20,0.61,10.40,67.50,
2002,21,0,2.78,0.00,85.00,0.00,62.40,0.00,84.00,8.20,84.00,0.10,null,null,0.20,0.20,0.61,10.20,66.20,
2001,183,0,2.82,0.00,81.00,0.00,62.00,0.00,79.00,8.58,75.00,0.10,null,null,0.30,0.20,0.60,10.10,67.20,
2000,185,0,2.23,0.00,87.00,0.00,61.50,0.00,85.00,7.88,85.00,0.10,null,null,0.30,0.30,0.00,0.00,67.00,
2013,null,0,0.01,0.00,99.00,0.00,null,0.00,99.00,4.30,99.00,0.10,null,null,null,null,null,null,null,
2015,222,1,null,0.00,99.00,20359.00,52.70,1.00,99.00,null,99.00,0.10,3944.18,2976877.00,2.20,2.30,0.73,14.80,68.80,
2014,225,1,0.01,281.00,99.00,0.00,51.50,1.00,99.00,4.73,99.00,0.10,4181.58,2923896.00,2.20,2.30,0.73,14.80,68.40,
2013,227,1,0.01,241.20,98.00,0.00,5.40,1.00,98.00,4.21,98.00,0.10,4385.38,286917.00,2.20,2.30,0.72,14.70,68.10,
2012,231,1,0.01,253.83,99.00,0.00,49.20,2.00,99.00,4.22,99.00,0.10,4368.82,2814226.00,2.20,2.30,0.71,14.70,67.80,
2011,235,1,0.01,257.84,99.00,0.00,48.00,2.00,99.00,4.45,99.00,0.10,3769.60,2761516.00,2.20,2.30,0.70,14.60,67.30,
2010,25,1,5.8,22.32,96.00,7.00,46.90,2.00,96.00,4.70,96.00,0.10,265.35,271265.00,2.20,2.30,0.69,14.30,66.30,
2009,235,1,4.61,134.17,97.00,8.00,45.90,2.00,96.00,5.29,95.00,0.10,1717.90,2668289.00,2.20,2.30,0.69,13.80,66.90,
2008,225,2,4.26,181.01,96.00,31.00,44.90,2.00,95.00,5.58,96.00,0.10,2139.63,2628131.00,2.20,2.30,0.67,13.40,67.40,
2007,26,2,3.79,126.70,98.00,12.00,43.90,2.00,99.00,5.60,95.00,0.10,1634.81,259167.00,2.20,2.40,0.66,13.00,65.90,
2006,271,2,2.91,122.12,98.00,26.00,43.00,2.00,98.00,4.68,99.00,0.10,1334.65,255812.00,2.20,2.40,0.65,12.70,65.00,
2005,274,2,2.75,98.68,98.00,0.00,42.10,2.00,99.00,5.90,99.00,0.10,998.82,2526446.00,2.30,2.40,0.64,11.80,64.50,
2004,284,2,1.75,73.24,98.00,0.00,41.30,2.00,99.00,5.99,99.00,0.10,797.84,2496832.00,2.30,2.40,0.62,11.20,64.00,
2003,271,2,1.31,56.06,98.00,18.00,4.50,2.00,98.00,6.18,98.00,0.10,646.56,2469286.00,2.40,2.50,0.61,10.50,64.00,
2002,263,2,2.43,55.61,98.00,1205.00,39.80,2.00,98.00,5.81,98.00,0.10,571.52,2443659.00,2.40,2.50,0.60,10.10,63.80,
2001,266,2,2.87,61.85,95.00,10677.00,39.10,3.00,95.00,5.45,95.00,0.10,524.15,2419776.00,2.50,2.60,0.59,9.40,63.20,
2000,274,2,2.79,56.43,93.00,925.00,38.50,3.00,94.00,4.92,94.00,0.10,474.21,2397436.00,2.60,2.60,0.58,8.90,62.80,
2015,16,0,null,0.00,82.00,0.00,61.80,0.00,89.00,null,89.00,0.10,6461.19,622159.00,1.80,1.80,0.80,15.10,76.10,
2014,17,0,0.01,726.03,87.00,0.00,61.30,0.00,91.00,6.42,91.00,0.10,7378.35,62181.00,1.80,1.90,0.80,15.10,75.90,
2013,19,0,0.01,707.14,9.00,0.00,6.70,0.00,94.00,6.43,94.00,0.10,7186.43,62127.00,1.80,1.90,0.80,15.10,75.80,
2012,11,0,0.01,648.13,9.00,0.00,6.20,0.00,94.00,7.25,94.00,0.10,6586.72,6261.00,1.90,1.90,0.80,15.10,75.60,
2011,113,0,6.56,666.74,91.00,5.00,59.70,0.00,95.00,6.92,95.00,0.10,7318.74,6279.00,1.90,2.00,0.79,15.10,75.40,
2010,115,0,6.56,635.48,9.00,5.00,59.10,0.00,93.00,6.90,94.00,0.10,6682.28,619428.00,2.00,2.00,0.79,15.00,75.30,
2009,117,0,6.45,489.68,87.00,0.00,58.50,0.00,91.00,6.70,92.00,0.10,6698.79,618294.00,2.00,2.10,0.79,14.60,75.00,
2008,121,0,6.17,709.13,93.00,0.00,57.80,0.00,95.00,6.13,95.00,0.10,7325.73,616969.00,2.10,2.10,0.77,14.20,74.60,
2007,125,0,4.98,678.52,9.00,0.00,57.20,0.00,92.00,6.74,92.00,0.10,5957.15,615875.00,2.10,2.20,0.76,13.60,74.20,
2006,13,0,5.38,595.73,9.00,0.00,56.50,0.00,9.00,8.10,9.00,0.10,4383.60,61525.00,2.20,2.20,0.75,13.20,73.80,
2005,133,0,null,527.31,null,0.00,55.70,0.00,null,8.46,null,0.10,3674.62,614261.00,2.30,2.30,0.75,12.80,73.60,
2004,134,0,0.01,57.12,null,0.00,55.00,0.00,null,8.45,null,0.10,338.20,613353.00,2.30,2.40,0.74,12.60,73.50,
2003,134,0,0.01,495.08,null,0.00,54.20,0.00,null,8.91,null,0.10,2789.17,612267.00,2.40,2.40,0.00,0.00,73.50,
2002,136,0,0.01,36.48,null,0.00,53.50,0.00,null,8.33,null,0.10,216.24,69828.00,2.50,2.50,0.00,0.00,73.40,
2001,136,0,0.01,33.67,null,0.00,52.70,0.00,null,8.23,null,0.10,199.58,67389.00,2.50,2.60,0.00,0.00,73.30,
2000,144,0,0.01,274.55,null,0.00,51.90,0.00,null,7.32,null,0.10,1627.43,6495.00,2.60,2.70,0.00,0.00,73.00,
2015,95,17,null,0.00,99.00,17.00,58.50,20.00,99.00,null,99.00,0.10,2847.29,3483322.00,6.40,6.20,0.65,12.10,74.30,
2014,96,18,0.43,198.73,99.00,10.00,57.50,21.00,99.00,5.91,99.00,0.10,3154.51,3431882.00,6.40,6.20,0.64,12.10,74.10,
2013,97,18,0.45,179.86,99.00,92.00,56.50,21.00,99.00,5.94,99.00,0.10,3111.76,33824769.00,6.40,6.20,0.63,12.10,73.90,
2012,99,19,0.55,19.16,99.00,668.00,55.50,22.00,99.00,6.15,99.00,0.10,294.75,33333789.00,6.30,6.20,0.62,11.60,73.60,
2011,14,19,0.54,22.09,98.00,982.00,54.60,22.00,98.00,5.99,99.00,0.10,339.92,32858823.00,6.30,6.20,0.61,11.20,73.30,
2010,11,20,0.56,183.66,98.00,633.00,53.60,23.00,99.00,5.86,99.00,0.10,2834.25,3249639.00,6.30,6.20,0.60,10.70,72.80,
2009,116,20,0.62,188.29,98.00,834.00,52.70,23.00,99.00,5.67,99.00,0.10,2861.55,31989897.00,6.40,6.20,0.60,10.50,72.30,
2008,123,21,0.51,171.37,97.00,1455.00,51.70,24.00,99.00,5.41,99.00,0.10,2884.95,31596855.00,6.40,6.30,0.59,10.30,71.80,
