PostalCode,Region,Country,State,City
44312,East,United States,Ohio,Akron
35601,South,United States,Alabama,Decatur
60543,Central,United States,Illinois,Oswego
92037,West,United States,California,San Diego
97206,West,United States,Oregon,Portland
43229,East,United States,Ohio,Columbus
92804,West,United States,California,Anaheim
75220,Central,United States,Texas,Dallas
60653,Central,United States,Illinois,Chicago
92105,West,United States,California,San Diego
61604,Central,United States,Illinois,Peoria
42420,South,United States,Kentucky,Henderson
60653,Central,United States,Illinois,Chicago
60623,Central,United States,Illinois,Chicago
94591,West,United States,California,Vallejo
19140,East,United States,Pennsylvania,Philadelphia
86442,West,United States,Arizona,Bullhead City
85635,West,United States,Arizona,Sierra Vista
95661,West,United States,California,Roseville
90032,West,United States,California,Los Angeles
19711,East,United States,Delaware,Newark
94533,West,United States,California,Fairfield
98115,West,United States,Washington,Seattle
79762,Central,United States,Texas,Odessa
77573,Central,United States,Texas,League City
11520,East,United States,New York,Freeport
11572,East,United States,New York,Oceanside
47374,Central,United States,Indiana,Richmond
33317,South,United States,Florida,Plantation
60653,Central,United States,Illinois,Chicago
32216,South,United States,Florida,Jacksonville
77070,Central,United States,Texas,Houston
17602,East,United States,Pennsylvania,Lancaster
19120,East,United States,Pennsylvania,Philadelphia
45373,East,United States,Ohio,Troy
2920,East,United States,Rhode Island,Cranston
37918,South,United States,Tennessee,Knoxville
90004,West,United States,California,Los Angeles
21215,East,United States,Maryland,Baltimore
29406,South,United States,South Carolina,North Charleston
53142,Central,United States,Wisconsin,Kenosha
19120,East,United States,Pennsylvania,Philadelphia
60610,Central,United States,Illinois,Chicago
48227,Central,United States,Michigan,Detroit
77340,Central,United States,Texas,Huntsville
48911,Central,United States,Michigan,Lansing
61604,Central,United States,Illinois,Peoria
37604,South,United States,Tennessee,Johnson City
19140,East,United States,Pennsylvania,Philadelphia
10024,East,United States,New York,New York City
98105,West,United States,Washington,Seattle
48227,Central,United States,Michigan,Detroit
75002,Central,United States,Texas,Allen
92307,West,United States,California,Apple Valley
77095,Central,United States,Texas,Houston
30328,South,United States,Georgia,Sandy Springs
77803,Central,United States,Texas,Bryan
19901,East,United States,Delaware,Dover
90049,West,United States,California,Los Angeles
91360,West,United States,California,Thousand Oaks
92374,West,United States,California,Redlands
94109,West,United States,California,San Francisco
45231,East,United States,Ohio,Cincinnati
76017,Central,United States,Texas,Arlington
60610,Central,United States,Illinois,Chicago
80906,West,United States,Colorado,Colorado Springs
77036,Central,United States,Texas,Houston
10011,East,United States,New York,New York City
10024,East,United States,New York,New York City
19134,East,United States,Pennsylvania,Philadelphia
37167,South,United States,Tennessee,Smyrna
90712,West,United States,California,Lakewood
33437,South,United States,Florida,Boynton Beach
77036,Central,United States,Texas,Houston
36116,South,United States,Alabama,Montgomery
19140,East,United States,Pennsylvania,Philadelphia
57103,Central,United States,South Dakota,Sioux Falls
94122,West,United States,California,San Francisco
90036,West,United States,California,Los Angeles
54880,Central,United States,Wisconsin,Superior
90032,West,United States,California,Los Angeles
20735,East,United States,Maryland,Clinton
19140,East,United States,Pennsylvania,Philadelphia
75061,Central,United States,Texas,Irving
97301,West,United States,Oregon,Salem
19140,East,United States,Pennsylvania,Philadelphia
62521,Central,United States,Illinois,Decatur
31907,South,United States,Georgia,Columbus
10009,East,United States,New York,New York City
90045,West,United States,California,Los Angeles
10035,East,United States,New York,New York City
33024,South,United States,Florida,Pembroke Pines
13021,East,United States,New York,Auburn
10024,East,United States,New York,New York City
94110,West,United States,California,San Francisco
53081,Central,United States,Wisconsin,Sheboygan
90032,West,United States,California,Los Angeles
94110,West,United States,California,San Francisco
48205,Central,United States,Michigan,Detroit
33801,South,United States,Florida,Lakeland
38401,South,United States,Tennessee,Columbia
19120,East,United States,Pennsylvania,Philadelphia
68104,Central,United States,Nebraska,Omaha
10024,East,United States,New York,New York City
85023,West,United States,Arizona,Phoenix
23666,South,United States,Virginia,Hampton
85204,West,United States,Arizona,Mesa
10701,East,United States,New York,Yonkers
75217,Central,United States,Texas,Dallas
95051,West,United States,California,Santa Clara
19134,East,United States,Pennsylvania,Philadelphia
77095,Central,United States,Texas,Houston
78745,Central,United States,Texas,Austin
23223,South,United States,Virginia,Richmond
31907,South,United States,Georgia,Columbus
92683,West,United States,California,Westminster
44105,East,United States,Ohio,Cleveland
53209,Central,United States,Wisconsin,Milwaukee
37211,South,United States,Tennessee,Nashville
98115,West,United States,Washington,Seattle
94110,West,United States,California,San Francisco
90008,West,United States,California,Los Angeles
13601,East,United States,New York,Watertown
10011,East,United States,New York,New York City
44312,East,United States,Ohio,Akron
48858,Central,United States,Michigan,Mount Pleasant
97301,West,United States,Oregon,Salem
37130,South,United States,Tennessee,Murfreesboro
98115,West,United States,Washington,Seattle
28403,South,United States,North Carolina,Wilmington
43229,East,United States,Ohio,Columbus
33407,South,United States,Florida,West Palm Beach
46350,Central,United States,Indiana,La Porte
90036,West,United States,California,Los Angeles
32216,South,United States,Florida,Jacksonville
60623,Central,United States,Illinois,Chicago
10035,East,United States,New York,New York City
6460,East,United States,Connecticut,Milford
98103,West,United States,Washington,Seattle
77041,Central,United States,Texas,Houston
90045,West,United States,California,Los Angeles
32839,South,United States,Florida,Orlando
94110,West,United States,California,San Francisco
60201,Central,United States,Illinois,Evanston
43229,East,United States,Ohio,Columbus
90004,West,United States,California,Los Angeles
11561,East,United States,New York,Long Beach
42420,South,United States,Kentucky,Henderson
92037,West,United States,California,San Diego
98103,West,United States,Washington,Seattle
19134,East,United States,Pennsylvania,Philadelphia
85023,West,United States,Arizona,Phoenix
45014,East,United States,Ohio,Fairfield
1841,East,United States,Massachusetts,Lawrence
93277,West,United States,California,Visalia
94110,West,United States,California,San Francisco
94110,West,United States,California,San Francisco
44107,East,United States,Ohio,Lakewood
10035,East,United States,New York,New York City
37075,South,United States,Tennessee,Hendersonville
78745,Central,United States,Texas,Austin
92404,West,United States,California,San Bernardino
42420,South,United States,Kentucky,Henderson
11520,East,United States,New York,Freeport
77041,Central,United States,Texas,Houston
92025,West,United States,California,Escondido
78501,Central,United States,Texas,Mcallen
14609,East,United States,New York,Rochester
54915,Central,United States,Wisconsin,Appleton
90008,West,United States,California,Los Angeles
77705,Central,United States,Texas,Beaumont
10009,East,United States,New York,New York City
43229,East,United States,Ohio,Columbus
77095,Central,United States,Texas,Houston
90008,West,United States,California,Los Angeles
19134,East,United States,Pennsylvania,Philadelphia
49423,Central,United States,Michigan,Holland
28205,South,United States,North Carolina,Charlotte
23223,South,United States,Virginia,Richmond
19140,East,United States,Pennsylvania,Philadelphia
92037,West,United States,California,San Diego
6010,East,United States,Connecticut,Bristol
79907,Central,United States,Texas,El Paso
91104,West,United States,California,Pasadena
14304,East,United States,New York,Niagara Falls
35244,South,United States,Alabama,Hoover
44134,East,United States,Ohio,Parma
90805,West,United States,California,Long Beach
27893,South,United States,North Carolina,Wilson
13501,East,United States,New York,Utica
28540,South,United States,North Carolina,Jacksonville
98105,West,United States,Washington,Seattle
33012,South,United States,Florida,Hialeah
62521,Central,United States,Illinois,Decatur
90004,West,United States,California,Los Angeles
36116,South,United States,Alabama,Montgomery
92054,West,United States,California,Oceanside
43615,East,United States,Ohio,Toledo
54302,Central,United States,Wisconsin,Green Bay
53209,Central,United States,Wisconsin,Milwaukee
10009,East,United States,New York,New York City
20735,East,United States,Maryland,Clinton
7501,East,United States,New Jersey,Paterson
10009,East,United States,New York,New York City
48601,Central,United States,Michigan,Saginaw
90004,West,United States,California,Los Angeles
48227,Central,United States,Michigan,Detroit
90036,West,United States,California,Los Angeles
77095,Central,United States,Texas,Houston
21215,East,United States,Maryland,Baltimore
43615,East,United States,Ohio,Toledo
30080,South,United States,Georgia,Smyrna
